"Genename"	0	"1h"	"6h"	"12h"	"24h"	"36h"	"48h"	"72h"
ENSMUSG00000028573:FGGY	0.00	-0.31	-0.74	-0.49	0.45	0.56	0.96	2.14
ENSMUSG00000028581:LAPTM5	0.00	-0.49	-0.74	-0.78	-1.36	-2.98	-3.86	-6.12
ENSMUSG00000028583:PDPN	0.00	0.03	0.21	0.21	1.04	2.43	2.57	2.46
ENSMUSG00000028591:PRAMEF12	0.00	-0.03	-0.35	-0.15	-0.02	-0.88	-0.72	-2.02
ENSMUSG00000028599:TNFRSF1B	0.00	-0.69	-1.88	-1.74	-1.47	-1.62	-1.80	-2.35
ENSMUSG00000028601:ECHDC2	0.00	-0.07	-0.23	-0.10	-0.56	-1.26	-1.12	-1.54
ENSMUSG00000028602:TNFRSF8	0.00	0.51	0.57	0.63	0.06	-1.01	-1.83	-4.45
ENSMUSG00000028613:LRP8	0.00	-0.27	-0.87	-0.32	0.45	0.69	1.40	1.06
ENSMUSG00000028626:COL9A2	0.00	0.98	-0.81	-1.55	-2.79	-3.14	-2.37	-1.66
ENSMUSG00000028631:KCNQ4	0.00	0.24	0.02	0.15	-0.03	0.47	1.55	1.72
ENSMUSG00000028635:EDN2	0.00	0.07	0.16	0.04	1.94	3.21	0.55	0.44
ENSMUSG00000028640:TFAP2C	0.00	-0.64	-2.49	-3.51	-5.70	-5.70	-5.69	-6.50
ENSMUSG00000028641:P3H1	0.00	-0.19	-0.42	-0.46	-0.79	-1.35	-1.55	-2.10
ENSMUSG00000028647:MYCBP	0.00	0.61	0.93	1.03	1.18	1.54	1.57	1.18
ENSMUSG00000028649:MACF1	0.00	0.06	0.06	0.10	-0.36	-0.28	-1.01	-0.60
ENSMUSG00000028655:MFSD2A	0.00	0.59	1.16	0.80	1.19	2.54	3.06	1.93
ENSMUSG00000028657:PPT1	0.00	0.05	-0.42	-0.54	-0.65	-0.95	-1.06	-1.16
ENSMUSG00000028661:EPHA8	0.00	0.35	-0.14	0.08	0.57	2.11	3.73	3.68
ENSMUSG00000028664:EPHB2	0.00	0.33	-0.25	-0.63	-0.94	-1.79	-0.56	0.48
ENSMUSG00000028669:PITHD1	0.00	-0.09	-0.17	0.07	0.24	0.62	1.08	0.76
ENSMUSG00000028672:HMGCL	0.00	-0.44	-0.74	-0.77	-0.72	-1.05	-0.58	-0.57
ENSMUSG00000028680:PLK3	0.00	1.20	0.75	0.84	0.98	1.07	-0.16	-1.08
ENSMUSG00000028681:PTCH2	0.00	-0.21	0.88	1.05	0.77	0.55	0.24	-0.87
ENSMUSG00000028693:NASP	0.00	0.48	0.42	0.56	0.84	1.10	0.90	0.61
ENSMUSG00000028699:TSPAN1	0.00	0.59	-0.25	-0.23	-0.25	-1.17	-0.95	-0.87
ENSMUSG00000028706:NSUN4	0.00	0.14	-0.37	-0.38	-0.80	-1.01	-0.72	-0.82
ENSMUSG00000028707:DMBX1	0.00	-0.76	-0.92	-0.86	-1.60	-1.18	-1.84	-2.22
ENSMUSG00000028708:MKNK1	0.00	-0.41	-0.75	-1.08	-1.36	-2.05	-1.23	-1.01
ENSMUSG00000028709:MOB3C	0.00	0.01	-0.75	-1.71	-2.94	-3.94	-4.39	-4.76
ENSMUSG00000028717:TAL1	0.00	-0.17	0.27	0.26	2.06	4.30	3.00	1.46
ENSMUSG00000028729:EBNA1BP2	0.00	0.22	0.68	0.82	1.06	1.18	1.19	0.88
ENSMUSG00000028730:CFAP57	0.00	0.06	0.81	0.94	1.20	1.89	1.58	0.34
ENSMUSG00000028737:ALDH4A1	0.00	-0.55	-0.90	-0.46	-0.71	-1.04	-0.68	-0.82
ENSMUSG00000028741:MRTO4	0.00	0.21	0.32	0.52	0.68	1.09	1.13	0.72
ENSMUSG00000028749:PLA2G2F	0.00	-0.36	-0.81	-0.70	-0.81	-1.07	-0.87	-0.66
ENSMUSG00000028755:CDA	0.00	0.10	0.02	-0.03	0.27	0.71	2.49	3.61
ENSMUSG00000028756:PINK1	0.00	0.08	0.01	-0.36	-0.34	-1.36	-1.20	0.16
ENSMUSG00000028766:ALPL	0.00	-0.26	-1.56	-1.04	-1.37	-2.37	-3.27	-3.88
ENSMUSG00000028771:PTPN12	0.00	0.34	1.24	0.47	0.34	0.24	0.29	0.30
ENSMUSG00000028773:FABP3	0.00	-0.81	-1.13	-1.95	-3.48	-5.30	-4.36	-2.95
ENSMUSG00000028776:TINAGL1	0.00	-0.15	0.62	-1.36	-4.21	-4.58	-4.15	-2.21
ENSMUSG00000028780:SEMA3C	0.00	0.79	0.56	0.35	1.26	3.28	4.04	5.81
ENSMUSG00000028782:ADGRB2	0.00	0.15	-0.77	0.99	1.40	1.54	2.12	1.83
ENSMUSG00000028785:HPCA	0.00	0.54	0.61	0.71	1.38	1.74	2.04	1.42
ENSMUSG00000028786:TMEM54	0.00	0.29	-0.03	0.66	4.42	6.97	7.31	6.08
ENSMUSG00000028801:STPG1	0.00	-0.07	-0.87	-1.35	-1.93	-1.36	-1.47	-1.50
ENSMUSG00000028803:NIPAL3	0.00	-0.42	-1.06	-1.14	-1.70	-2.00	-1.75	-0.77
ENSMUSG00000028804:CSMD2	0.00	0.48	0.81	0.79	1.39	2.12	2.64	3.30
ENSMUSG00000028825:RHD	0.00	0.15	-0.43	0.38	1.56	2.12	2.09	1.43
ENSMUSG00000028826:TMEM57	0.00	0.32	0.48	0.60	1.26	1.14	1.08	1.00
ENSMUSG00000028830:AU040320	0.00	-0.50	-0.87	-1.09	-1.01	-1.43	-0.53	0.22
ENSMUSG00000028836:SLC30A2	0.00	-1.07	-1.39	-1.84	-3.64	-3.66	-4.39	-5.19
ENSMUSG00000028841:CNKSR1	0.00	0.75	0.38	0.82	1.15	1.91	3.28	4.34
ENSMUSG00000028849:MAP7D1	0.00	-0.50	0.07	0.18	0.51	1.11	1.01	1.23
ENSMUSG00000028854:SLC9A1	0.00	-0.58	-1.10	-0.96	-1.04	-0.87	-1.35	-1.80
ENSMUSG00000028862:MAP3K6	0.00	-0.28	-1.25	-1.63	-2.23	-2.72	-2.56	-2.01
ENSMUSG00000028871:RSPO1	0.00	0.33	0.08	0.92	1.66	2.56	2.37	2.19
ENSMUSG00000028876:EPHA10	0.00	-0.60	-0.73	-0.38	-0.12	0.18	1.02	0.48
ENSMUSG00000028878:FAM76A	0.00	-0.13	-0.53	-0.63	-0.86	-1.50	-1.40	-0.86
ENSMUSG00000028883:SEMA3A	0.00	0.27	0.61	0.67	1.19	1.33	0.77	0.76
ENSMUSG00000028884:RPA2	0.00	0.29	0.38	0.75	0.99	1.06	0.59	-0.17
ENSMUSG00000028885:SMPDL3B	0.00	0.42	1.22	1.96	2.37	2.82	1.98	0.85
ENSMUSG00000028907:UTP11L	0.00	-0.19	0.17	0.20	0.51	0.73	1.08	0.92
ENSMUSG00000028909:PTPRU	0.00	0.33	-0.95	-0.84	0.80	2.27	3.27	3.56
ENSMUSG00000028914:CASP9	0.00	-0.63	-1.08	-1.01	-0.95	-1.40	-1.04	-0.93
ENSMUSG00000028917:PLEKHM2	0.00	-0.83	-1.46	-2.78	-3.78	-4.40	-2.58	-1.06
ENSMUSG00000028926:CDK14	0.00	0.56	0.26	0.17	-0.32	0.22	1.74	3.92
ENSMUSG00000028927:PADI2	0.00	-0.86	-2.21	-3.67	-4.44	-3.69	-3.72	-2.39
ENSMUSG00000028944:PRKAG2	0.00	-0.50	-0.92	-0.65	-0.87	-1.03	-0.20	0.14
ENSMUSG00000028949:SMARCD3	0.00	-0.59	-2.28	-2.84	-3.30	-5.30	-4.89	-4.64
ENSMUSG00000028957:PER3	0.00	-0.40	-0.60	-0.50	-0.34	0.72	1.73	3.04
ENSMUSG00000028958:TMUB1	0.00	-0.05	-0.24	-0.20	-0.72	-1.04	-0.39	-0.58
ENSMUSG00000028959:FASTK	0.00	-0.37	-0.54	-0.56	-0.89	-1.13	-0.86	-0.50
ENSMUSG00000028976:SLC2A5	0.00	-0.38	-0.01	0.21	1.27	1.50	1.20	0.63
ENSMUSG00000028977:CASZ1	0.00	-1.28	-0.16	1.10	1.36	0.02	-0.02	-0.06
ENSMUSG00000028978:NOS3	0.00	-0.61	-0.58	-0.29	0.04	-0.11	1.23	1.02
ENSMUSG00000028979:MASP2	0.00	-0.78	-1.74	-1.34	-1.33	-1.30	-2.13	-2.11
ENSMUSG00000028986:KLHL7	0.00	0.05	0.95	1.65	1.93	2.23	2.13	1.94
ENSMUSG00000028996:RBP7	0.00	0.37	-0.39	0.08	1.33	2.01	2.63	2.60
ENSMUSG00000029003:MAD2L2	0.00	-0.47	-0.44	-0.32	-0.63	-1.37	-0.84	-0.90
ENSMUSG00000029004:KMT2E	0.00	-0.59	-1.25	-1.42	-1.29	-1.22	-0.86	-0.13
ENSMUSG00000029007:AGTRAP	0.00	-0.44	-0.74	-0.41	-1.11	-2.05	-1.48	-1.08
ENSMUSG00000029015:SLC26A5	0.00	-1.28	-2.27	-1.45	-0.80	-0.50	0.04	-0.17
ENSMUSG00000029016:CLCN6	0.00	-0.56	-1.32	-1.03	-1.49	-1.51	-1.55	-1.62
ENSMUSG00000029019:NPPB	0.00	1.08	1.06	-0.28	-0.43	-0.55	-0.41	-0.39
ENSMUSG00000029022:MIIP	0.00	-0.35	0.62	0.71	0.62	0.58	0.88	1.82
ENSMUSG00000029026:TRP73	0.00	-0.96	-0.14	1.19	1.08	0.81	0.84	0.47
ENSMUSG00000029032:ARHGEF16	0.00	-0.58	-1.12	-1.37	-0.74	0.98	2.61	3.39
ENSMUSG00000029053:PRKCZ	0.00	-0.52	-1.05	-0.91	-0.79	-0.84	-0.56	-0.10
ENSMUSG00000029055:PLCH2	0.00	1.07	-0.75	0.31	1.29	0.98	2.60	2.68
ENSMUSG00000029061:MMP23	0.00	-0.12	-0.35	0.11	0.66	0.92	1.09	1.38
ENSMUSG00000029066:MRPL20	0.00	0.48	0.74	0.89	1.06	1.28	1.22	0.48
ENSMUSG00000029070:MXRA8	0.00	-0.70	-1.06	-0.55	0.00	0.35	1.03	0.79
ENSMUSG00000029072:TAS1R3	0.00	-0.30	-0.66	-0.80	-1.07	-1.03	-0.65	-0.34
ENSMUSG00000029074:TTLL10	0.00	-0.66	-0.91	-0.12	-0.02	0.64	1.03	1.93
ENSMUSG00000029082:BST1	0.00	-0.19	-1.64	-2.38	-3.02	-4.01	-4.28	-4.20
ENSMUSG00000029084:CD38	0.00	-0.08	0.27	-0.16	-1.14	-2.23	-3.67	-4.67
ENSMUSG00000029086:PROM1	0.00	-0.69	-0.77	-0.58	-0.22	1.21	2.06	2.93
ENSMUSG00000029095:ABLIM2	0.00	-0.34	-3.01	-3.01	-3.86	-5.29	-5.55	-5.18
ENSMUSG00000029097:TRMT44	0.00	0.72	0.20	-0.18	-1.05	-0.89	-1.44	-1.66
ENSMUSG00000029098:ACOX3	0.00	-0.47	-0.65	-0.98	-2.46	-4.09	-3.97	-2.94
ENSMUSG00000029101:RGS12	0.00	-0.13	-0.04	1.09	1.42	2.22	1.50	1.56
ENSMUSG00000029103:LRPAP1	0.00	0.29	0.40	-0.03	-0.89	-1.49	-1.22	-0.30
ENSMUSG00000029106:ADD1	0.00	-0.06	-0.77	-0.46	-0.80	-1.19	-1.46	-0.94
ENSMUSG00000029119:MAN2B2	0.00	-0.38	-0.93	-1.29	-1.44	-2.01	-0.90	-0.13
ENSMUSG00000029120:PPP2R2C	0.00	0.58	-0.05	-0.42	-0.70	-2.16	-1.68	-1.09
ENSMUSG00000029121:CRMP1	0.00	-0.87	-0.31	2.48	4.31	3.88	4.14	4.37
ENSMUSG00000029122:EVC	0.00	-0.44	-1.03	-0.43	1.26	1.43	1.95	1.72
ENSMUSG00000029130:RNF32	0.00	-1.04	0.11	0.37	0.32	0.01	0.10	-0.44
ENSMUSG00000029134:PLB1	0.00	0.53	1.69	1.69	1.60	2.04	2.16	1.84
ENSMUSG00000029135:FOSL2	0.00	1.40	-0.21	-0.96	-0.59	-0.06	0.75	1.82
ENSMUSG00000029147:PPM1G	0.00	0.03	0.16	0.49	0.74	1.01	0.62	0.16
ENSMUSG00000029149:KRTCAP3	0.00	-1.15	-1.00	-0.23	-0.04	0.50	1.55	1.83
ENSMUSG00000029151:SLC30A3	0.00	-0.21	-1.11	-2.09	-1.59	-0.63	-0.68	-1.27
ENSMUSG00000029153:OCIAD2	0.00	0.48	1.36	0.55	-0.34	-1.57	-1.04	-0.35
ENSMUSG00000029161:CGREF1	0.00	-0.19	-0.80	-0.18	-0.21	-0.41	0.87	1.64
ENSMUSG00000029162:KHK	0.00	-0.20	-0.83	-0.99	-0.27	0.07	1.70	2.39
ENSMUSG00000029163:EMILIN1	0.00	-0.05	-0.57	-0.36	0.49	1.19	1.19	0.15
ENSMUSG00000029166:MAPRE3	0.00	-0.75	-1.47	-1.28	-0.91	-1.05	-0.23	0.09
ENSMUSG00000029171:PGM1	0.00	-0.14	-0.18	-0.28	-0.90	-2.43	-2.00	-1.90
ENSMUSG00000029175:SLC35F6	0.00	-0.47	-0.94	-1.16	-1.07	-1.40	-0.96	-1.07
ENSMUSG00000029178:KLF3	0.00	-0.11	-1.05	-1.00	-1.06	-1.79	-1.27	-0.66
ENSMUSG00000029185:FAM114A1	0.00	-0.08	-0.60	-1.45	-1.24	-2.17	-1.68	0.55
ENSMUSG00000029186:PI4K2B	0.00	0.43	0.05	0.50	1.39	1.77	2.35	2.76
ENSMUSG00000029189:SEL1L3	0.00	0.16	0.07	0.18	1.44	1.58	3.10	5.20
ENSMUSG00000029195:KLB	0.00	-0.84	-0.84	-0.42	-0.09	-1.44	-3.17	-3.59
ENSMUSG00000029203:UBE2K	0.00	0.02	0.20	0.20	0.85	1.28	1.30	1.21
ENSMUSG00000029207:APBB2	0.00	-0.27	-1.17	-1.24	-1.61	-2.05	-1.31	-1.03
ENSMUSG00000029211:GABRA4	0.00	0.71	0.54	0.64	2.19	3.64	4.20	2.36
ENSMUSG00000029223:UCHL1	0.00	0.39	0.42	1.10	1.78	1.74	1.69	1.90
ENSMUSG00000029228:LNX1	0.00	-0.86	-1.00	-1.68	-1.44	-0.63	0.27	1.80
ENSMUSG00000029231:PDGFRA	0.00	-0.34	-0.53	-0.91	-1.45	-0.92	-1.74	-1.44
ENSMUSG00000029233:SRD5A3	0.00	0.11	-0.16	-0.09	-0.81	-1.33	-0.81	-0.20
ENSMUSG00000029235:PDCL2	0.00	-0.27	-0.84	-1.11	-0.65	-2.15	-1.97	-3.56
ENSMUSG00000029238:CLOCK	0.00	0.54	-0.22	-0.44	-0.81	-1.42	-1.98	-1.88
ENSMUSG00000029267:MTF2	0.00	0.36	-0.02	-0.19	-0.13	-0.46	-0.82	-1.49
ENSMUSG00000029290:ZFP326	0.00	0.58	0.99	0.53	0.65	1.19	0.99	1.03
ENSMUSG00000029298:GBP9	0.00	0.77	1.42	1.48	2.01	2.30	1.41	0.44
ENSMUSG00000029304:SPP1	0.00	0.15	-1.06	-1.32	-1.52	-3.59	-4.20	-5.93
ENSMUSG00000029309:SPARCL1	0.00	-0.46	-0.68	-0.13	0.12	-0.35	-1.00	-1.55
ENSMUSG00000029313:AFF1	0.00	-0.35	-0.79	-1.17	-1.50	-1.27	-1.44	-1.16
ENSMUSG00000029314:AGPAT9	0.00	0.88	2.20	0.40	0.06	-1.17	-0.86	-1.29
ENSMUSG00000029320:1700016H13RIK	0.00	0.11	0.22	0.36	0.98	0.98	1.04	0.93
ENSMUSG00000029322:PLAC8	0.00	0.08	-0.21	0.27	1.37	3.22	4.46	4.85
ENSMUSG00000029330:CDS1	0.00	-0.64	-1.14	-0.92	-0.69	-0.86	-0.58	-0.07
ENSMUSG00000029337:FGF5	0.00	-0.36	1.27	1.76	5.42	7.04	7.03	7.00
ENSMUSG00000029338:ANTXR2	0.00	0.18	0.60	0.03	0.90	2.04	2.31	2.84
ENSMUSG00000029344:TPST2	0.00	-0.37	-0.23	-0.71	-1.31	-1.53	-1.36	-1.71
ENSMUSG00000029348:ASPHD2	0.00	0.63	0.39	-0.05	0.07	1.59	2.88	3.19
ENSMUSG00000029361:NOS1	0.00	-0.48	-0.34	-0.66	-0.88	-0.78	-1.16	-2.11
ENSMUSG00000029370:RASSF6	0.00	-0.46	-0.79	-0.96	1.23	2.30	3.54	4.59
ENSMUSG00000029385:CCNG2	0.00	0.59	-1.03	-0.89	-0.66	-1.01	-1.07	-0.01
ENSMUSG00000029392:RILPL1	0.00	-0.44	0.29	0.09	0.21	0.88	1.13	1.30
ENSMUSG00000029394:CDK2AP1	0.00	0.43	0.46	1.07	1.70	2.26	2.13	1.69
ENSMUSG00000029403:CDKL2	0.00	0.06	1.03	1.26	1.24	1.09	0.52	-0.11
ENSMUSG00000029405:G3BP2	0.00	0.61	1.68	1.65	1.53	1.42	1.19	0.93
ENSMUSG00000029413:NAAA	0.00	-0.26	-0.66	-0.95	-1.32	-1.73	-0.79	-1.18
ENSMUSG00000029419:GM996	0.00	0.03	-0.23	-0.15	0.07	0.22	1.27	1.10
ENSMUSG00000029431:B3GNT4	0.00	0.13	0.93	0.59	0.57	0.74	0.70	1.40
ENSMUSG00000029432:GBAS	0.00	-0.29	-1.07	-0.75	-0.53	-1.16	-1.04	-0.45
ENSMUSG00000029446:PSPH	0.00	-0.22	-0.73	-0.96	-0.73	-1.14	0.93	0.87
ENSMUSG00000029452:TMEM116	0.00	-0.27	-1.00	-1.47	-1.45	-1.78	-1.45	-0.57
ENSMUSG00000029456:ACAD10	0.00	-0.41	-0.40	-0.57	-0.53	-0.85	0.14	1.25
ENSMUSG00000029468:P2RX7	0.00	-0.44	-1.41	-2.24	-1.18	-0.96	-1.19	-2.67
ENSMUSG00000029470:P2RX4	0.00	-0.59	-2.13	-2.49	-3.13	-3.18	-1.45	-0.16
ENSMUSG00000029471:CAMKK2	0.00	-0.70	-1.27	-1.13	-1.58	-2.32	-2.33	-1.59
ENSMUSG00000029475:KDM2B	0.00	-0.27	0.77	1.70	1.59	1.11	0.63	0.68
ENSMUSG00000029482:AACS	0.00	-0.35	0.02	0.18	0.17	-0.07	-0.58	-1.49
ENSMUSG00000029484:ANXA3	0.00	0.54	3.89	3.53	2.54	0.91	0.90	2.86
ENSMUSG00000029503:P2RX2	0.00	-0.39	-1.05	-0.83	-0.87	-1.51	-1.37	-1.45
ENSMUSG00000029512:ULK1	0.00	-0.29	-1.17	-1.19	-1.75	-2.67	-3.12	-2.41
ENSMUSG00000029524:SIRT4	0.00	-1.26	-1.62	-1.73	-2.07	-2.65	-2.25	-1.54
ENSMUSG00000029528:PXN	0.00	-0.30	-0.12	-0.27	-0.60	-0.69	-0.78	-1.09
ENSMUSG00000029544:CABP1	0.00	-0.76	-1.29	-1.55	-2.07	-2.55	-1.66	-1.89
ENSMUSG00000029545:ACADS	0.00	-0.42	-0.55	-0.37	-0.83	-1.49	-1.25	-1.16
ENSMUSG00000029551:PSMG3	0.00	-0.91	-0.01	0.23	0.53	0.84	1.08	0.63
ENSMUSG00000029556:HNF1A	0.00	-0.85	-1.73	-2.04	-1.73	-1.99	-1.77	-2.62
ENSMUSG00000029560:SNX8	0.00	-0.37	-1.24	-0.96	-0.17	0.17	0.34	0.16
ENSMUSG00000029561:OASL2	0.00	0.42	0.47	0.12	0.60	3.09	3.02	2.55
ENSMUSG00000029563:FOXP2	0.00	-0.19	-0.23	-0.20	-0.29	-0.19	0.30	1.75
ENSMUSG00000029570:LFNG	0.00	-0.12	0.62	0.33	1.14	1.81	1.62	1.15
ENSMUSG00000029571:TMEM106B	0.00	-0.45	-0.38	-0.92	-1.02	-1.31	-0.99	-0.18
ENSMUSG00000029578:WIPI2	0.00	-0.00	0.28	0.53	0.90	1.17	0.90	0.87
ENSMUSG00000029603:DTX1	0.00	-1.65	-2.94	-1.64	-1.00	0.06	0.76	0.28
ENSMUSG00000029622:ARPC1B	0.00	0.13	0.00	-0.52	-0.85	-1.09	-0.91	-1.30
ENSMUSG00000029624:PTCD1	0.00	-0.65	-0.70	-0.85	-1.22	-1.07	-0.92	-1.02
ENSMUSG00000029651:MTUS2	0.00	-0.32	-0.63	-0.32	-0.68	-0.81	-0.57	-1.23
ENSMUSG00000029656:C8B	0.00	-0.19	0.47	1.11	2.03	1.93	0.47	-1.06
ENSMUSG00000029657:HSPH1	0.00	0.30	1.07	0.96	0.91	1.64	0.23	-0.24
ENSMUSG00000029660:TEX26	0.00	-0.16	-0.44	-0.11	0.28	0.46	1.00	2.63
ENSMUSG00000029661:COL1A2	0.00	-0.14	-0.22	-0.31	-0.15	1.99	1.53	1.24
ENSMUSG00000029669:TSPAN12	0.00	0.51	0.15	-0.47	-0.72	-0.36	1.08	2.90
ENSMUSG00000029672:FAM3C	0.00	0.24	0.45	0.05	0.61	1.02	1.20	0.89
ENSMUSG00000029675:ELN	0.00	-0.08	-0.00	0.08	0.38	0.63	1.20	1.96
ENSMUSG00000029686:CUL1	0.00	0.56	1.06	0.64	0.81	1.15	0.81	0.64
ENSMUSG00000029695:AASS	0.00	-0.37	1.97	2.62	3.27	2.53	1.95	-0.08
ENSMUSG00000029716:TFR2	0.00	0.39	0.10	0.37	1.05	1.00	1.55	1.36
ENSMUSG00000029718:PCOLCE	0.00	-0.22	0.31	-0.05	-0.78	-2.41	-2.89	-3.43
ENSMUSG00000029722:AGFG2	0.00	-0.35	-0.07	-0.01	0.01	-0.19	-0.77	-1.59
ENSMUSG00000029752:ASNS	0.00	-0.05	-0.17	-0.70	-1.34	-2.51	-1.20	-0.70
ENSMUSG00000029761:CALD1	0.00	0.14	0.51	0.42	-0.57	-2.02	-1.38	0.12
ENSMUSG00000029762:AKR1B8	0.00	-0.26	0.70	1.44	1.73	1.12	0.26	-0.72
ENSMUSG00000029765:PLXNA4	0.00	0.21	-0.87	1.13	2.03	0.80	-1.36	-2.05
ENSMUSG00000029776:HIBADH	0.00	-0.36	-0.46	-0.59	-0.63	-1.13	-1.02	-0.46
ENSMUSG00000029782:TMEM209	0.00	-0.11	-0.15	-0.14	0.27	0.27	1.04	0.79
ENSMUSG00000029790:CEP41	0.00	-0.19	0.51	1.01	0.93	1.01	0.88	0.42
ENSMUSG00000029797:SSPO	0.00	0.58	-0.32	0.47	3.02	4.32	3.62	4.17
ENSMUSG00000029798:HERC6	0.00	0.58	0.56	0.38	0.92	1.43	1.97	1.68
ENSMUSG00000029802:ABCG2	0.00	0.44	1.70	1.31	1.00	0.90	0.82	0.87
ENSMUSG00000029810:TMEM176B	0.00	0.53	-0.01	-0.20	-0.17	0.41	0.56	1.01
ENSMUSG00000029816:GPNMB	0.00	-0.44	0.37	-1.77	-3.61	-3.40	-1.27	-0.81
ENSMUSG00000029819:NPY	0.00	2.11	2.01	-0.13	-0.53	-0.63	-0.60	-0.59
ENSMUSG00000029826:ZC3HAV1	0.00	-0.06	0.14	-0.36	-2.03	-4.30	-4.43	-4.31
ENSMUSG00000029838:PTN	0.00	0.18	-0.04	0.53	2.85	3.97	4.21	4.12
ENSMUSG00000029843:SLC13A4	0.00	-0.69	-1.32	-1.40	-1.54	-1.81	-0.75	-0.18
ENSMUSG00000029844:HOXA1	0.00	0.68	-0.59	-1.02	-2.49	-3.13	-3.66	-3.76
ENSMUSG00000029847:2010107G12RIK	0.00	-0.36	-0.72	-1.23	-0.78	-0.98	-1.13	-1.68
ENSMUSG00000029848:STRA8	0.00	2.09	0.09	-1.66	-3.87	-4.72	-4.70	-5.32
ENSMUSG00000029851:TCAF2	0.00	0.74	0.62	0.36	0.30	0.19	0.53	1.58
ENSMUSG00000029859:EPHA1	0.00	0.22	2.35	1.93	2.85	5.02	5.22	6.27
ENSMUSG00000029860:ZYX	0.00	1.38	1.83	1.12	2.02	3.21	3.67	4.68
ENSMUSG00000029861:FAM131B	0.00	0.63	1.09	1.49	2.67	4.91	5.61	6.73
ENSMUSG00000029864:GSTK1	0.00	0.30	0.63	0.56	0.77	0.57	1.34	2.58
ENSMUSG00000029869:EPHB6	0.00	0.08	0.14	0.16	-0.73	-1.36	-1.44	0.39
ENSMUSG00000029911:SSBP1	0.00	0.25	0.42	0.41	0.75	0.95	1.09	0.70
ENSMUSG00000029916:AGK	0.00	-0.03	-0.32	-0.57	-0.97	-1.13	-1.28	-1.07
ENSMUSG00000029922:MKRN1	0.00	0.06	0.99	1.26	1.46	1.35	1.19	0.60
ENSMUSG00000029923:RAB19	0.00	-0.24	0.53	1.11	1.98	3.35	2.92	2.52
ENSMUSG00000029994:ANXA4	0.00	-0.18	-0.71	-1.16	-0.62	-1.00	-1.12	-0.75
ENSMUSG00000029999:TGFA	0.00	0.68	-0.42	-1.15	-0.92	-0.36	1.14	2.37
ENSMUSG00000030008:PRADC1	0.00	0.30	0.53	0.55	0.33	0.49	-0.27	-1.09
ENSMUSG00000030020:PRICKLE2	0.00	-0.20	-1.47	-1.34	-1.89	-2.61	-2.36	-2.46
ENSMUSG00000030022:ADAMTS9	0.00	-0.29	0.67	0.78	0.28	-0.82	-1.58	-2.49
ENSMUSG00000030029:LRIG1	0.00	-0.09	-0.52	-0.68	-0.71	-1.46	-2.03	-2.55
ENSMUSG00000030041:M1AP	0.00	0.06	-0.61	-1.07	-1.92	-3.04	-2.80	-2.98
ENSMUSG00000030042:POLE4	0.00	0.56	0.49	0.43	0.45	0.40	-0.34	-1.11
ENSMUSG00000030051:APLF	0.00	-0.35	0.20	-0.14	-0.23	-0.72	-0.92	-1.16
ENSMUSG00000030055:RAB43	0.00	0.21	-0.92	-0.67	-0.95	-1.82	-1.50	-1.90
ENSMUSG00000030056:ISY1	0.00	-0.09	0.25	0.21	0.38	0.68	1.00	0.73
ENSMUSG00000030060:HMCES	0.00	-0.16	0.84	0.90	0.30	-1.62	-1.63	-1.65
ENSMUSG00000030064:FRMD4B	0.00	-0.69	-1.34	-2.28	-2.70	-3.07	-3.55	-2.43
ENSMUSG00000030067:FOXP1	0.00	-0.24	-0.33	1.55	3.17	3.30	2.97	3.87
ENSMUSG00000030075:CNTN3	0.00	0.61	0.73	0.78	0.66	1.07	1.12	1.81
ENSMUSG00000030083:ABTB1	0.00	-0.28	-0.30	-0.30	-0.54	-1.08	-0.36	0.18
ENSMUSG00000030086:CHCHD6	0.00	-0.10	-0.29	0.23	0.49	0.78	1.37	1.57
ENSMUSG00000030088:ALDH1L1	0.00	-0.80	-1.34	-1.94	-2.71	-4.19	-3.78	-3.30
ENSMUSG00000030089:SLC41A3	0.00	-0.58	-1.10	-0.74	-1.10	-1.74	-0.86	-0.22
ENSMUSG00000030091:NUP210	0.00	-0.56	-1.14	-1.20	-1.36	-1.01	-0.71	-0.56
ENSMUSG00000030095:TMEM43	0.00	-0.11	-0.21	-0.14	-0.31	-0.57	-0.79	-1.10
ENSMUSG00000030096:SLC6A6	0.00	-0.60	-0.73	-0.51	-1.05	-1.60	-1.69	-1.87
ENSMUSG00000030098:GRIP2	0.00	0.28	-0.52	0.82	1.40	1.39	2.60	3.52
ENSMUSG00000030102:ITPR1	0.00	0.11	0.45	0.43	0.17	0.24	0.58	1.08
ENSMUSG00000030108:SLC6A13	0.00	0.47	0.87	1.13	1.57	2.33	2.88	2.34
ENSMUSG00000030109:SLC6A12	0.00	2.11	2.52	0.18	0.01	-0.05	-0.10	-0.10
ENSMUSG00000030110:RET	0.00	0.74	0.11	0.13	0.23	0.73	0.61	1.13
ENSMUSG00000030111:A2M	0.00	-0.78	-1.13	-2.36	-3.22	-3.95	-4.00	-4.35
ENSMUSG00000030116:MFAP5	0.00	0.36	0.94	1.44	2.11	3.05	2.30	0.85
ENSMUSG00000030123:PLXND1	0.00	0.31	0.05	-0.37	-0.05	0.12	1.60	1.84
ENSMUSG00000030134:RASGEF1A	0.00	-0.46	-2.27	-2.94	-4.35	-5.63	-5.24	-4.07
